conv_id,utterance_idx,context,prompt,speaker_idx,utterance,ut_len,Empathy,Talker,Sentiment,Emotion,Taxonomy,Intent
hit:1599_conv:3198,1,guilty,I finished my kids birthday candy tonight after they went to bed.  I know there going to be mad in the morning and I feel bad about it.,294,I finished my kids birthday candy tonight after they went to bed. I know there going to be mad in the morning and I feel bad about it.,134,3,1,"{'sentiment': {'negative': 0.969, 'neutral': 0.029, 'positive': 0.002}}","{'emotion': {'Happy': 0.0154259198, 'Fear': 0.2649972077, 'Sad': 0.5804334127, 'Bored': 0.03639015, 'Angry': 0.0726089235, 'Excited': 0.0301443862}}","{'taxonomy': [{'confidence_score': 0.9965817332, 'tag': 'IMPACT'}, {'confidence_score': 0.0011112092, 'tag': 'EDUCATION'}, {'confidence_score': 0.0007169371, 'tag': 'WORLDPOST'}]}","{'intent': {'news': 0.001, 'query': 0.118, 'spam': 0.196, 'marketing': 0.001, 'feedback': {'score': 0.684, 'tag': {'complaint': 0.929, 'suggestion': 0.01, 'appreciation': 0.061}}}}"
hit:1599_conv:3198,2,guilty,I finished my kids birthday candy tonight after they went to bed.  I know there going to be mad in the morning and I feel bad about it.,60,That's funny. I'd tell them the tooth fairy stole it. ,54,3,2,"{'sentiment': {'negative': 0.453, 'neutral': 0.334, 'positive': 0.213}}","{'emotion': {'Excited': 0.2971154737, 'Fear': 0.2355307535, 'Sad': 0.1325480529, 'Happy': 0.1116324607, 'Bored': 0.043340734, 'Angry': 0.1798325253}}","{'taxonomy': [{'confidence_score': 0.7192249894, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1944470406, 'tag': 'IMPACT'}, {'confidence_score': 0.0221926067, 'tag': 'TASTE'}]}","{'intent': {'news': 0.015, 'query': 0.024, 'spam': 0.297, 'marketing': 0.02, 'feedback': {'score': 0.644, 'tag': {'complaint': 0.383, 'suggestion': 0.307, 'appreciation': 0.31}}}}"
hit:1599_conv:3198,3,guilty,I finished my kids birthday candy tonight after they went to bed.  I know there going to be mad in the morning and I feel bad about it.,294,"Hahahaha.  That's pretty good.  The problem is this candy is very special.  One of their friends sent it over from Europe, so I can't just run down to 7-11 to buy some more.",179,3,1,"{'sentiment': {'negative': 0.742, 'neutral': 0.191, 'positive': 0.067}}","{'emotion': {'Angry': 0.166954837, 'Sad': 0.3043649839, 'Excited': 0.1096287182, 'Bored': 0.0140953382, 'Happy': 0.106274562, 'Fear': 0.2986815607}}","{'taxonomy': [{'confidence_score': 0.2502072155, 'tag': 'IMPACT'}, {'confidence_score': 0.2014603615, 'tag': 'BUSINESS'}, {'confidence_score': 0.1020989344, 'tag': 'WORLDPOST'}]}","{'intent': {'news': 0.012, 'query': 0.231, 'spam': 0.297, 'marketing': 0.017, 'feedback': {'score': 0.443, 'tag': {'complaint': 0.34, 'suggestion': 0.086, 'appreciation': 0.574}}}}"
hit:1599_conv:3198,4,guilty,I finished my kids birthday candy tonight after they went to bed.  I know there going to be mad in the morning and I feel bad about it.,60,You better come up with something.,34,3,2,"{'sentiment': {'negative': 0.373, 'neutral': 0.435, 'positive': 0.192}}","{'emotion': {'Excited': 0.1803799803, 'Fear': 0.1053853831, 'Angry': 0.444184847, 'Happy': 0.1260773343, 'Sad': 0.0501496116, 'Bored': 0.0938228437}}","{'taxonomy': [{'confidence_score': 0.7706520557, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0844298899, 'tag': 'POLITICS'}, {'confidence_score': 0.0449876748, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.012, 'query': 0.083, 'spam': 0.224, 'marketing': 0.015, 'feedback': {'score': 0.666, 'tag': {'complaint': 0.524, 'suggestion': 0.432, 'appreciation': 0.044}}}}"
hit:9324_conv:18649,1,afraid,Due to recent debt that I have accumulated through credit cards_comma_ my credit score has seen a significant decline. I am very concerned it might impact my credit trustworthiness,155,Recent debt accumulation had my credit score see a significant decline. I am afraid it would hurt my chances of applying for a new credit card,142,4,1,"{'sentiment': {'negative': 0.952, 'neutral': 0.041, 'positive': 0.007}}","{'emotion': {'Happy': 0.0124655309, 'Fear': 0.3369426364, 'Sad': 0.488004216, 'Bored': 0.0123451829, 'Angry': 0.1273980706, 'Excited': 0.0228443633}}","{'taxonomy': [{'confidence_score': 0.742892921, 'tag': 'BUSINESS'}, {'confidence_score': 0.2428183109, 'tag': 'POLITICS'}, {'confidence_score': 0.0036012521, 'tag': 'GREEN'}]}","{'intent': {'news': 0.05, 'query': 0.524, 'spam': 0.072, 'marketing': 0.016, 'feedback': 0.338}}"
hit:9324_conv:18649,2,afraid,Due to recent debt that I have accumulated through credit cards_comma_ my credit score has seen a significant decline. I am very concerned it might impact my credit trustworthiness,55,"That sucks, hopefully you can come back from that",55,4,2,"{'sentiment': {'negative': 0.555, 'neutral': 0.405, 'positive': 0.04}}","{'emotion': {'Angry': 0.0710894486, 'Sad': 0.4352799315, 'Excited': 0.0588928279, 'Bored': 0.053754301, 'Happy': 0.1373843533, 'Fear': 0.2435991377}}","{'taxonomy': [{'confidence_score': 0.4243833423, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2747866511, 'tag': 'POLITICS'}, {'confidence_score': 0.199812755, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.003, 'query': 0.237, 'spam': 0.21, 'marketing': 0.01, 'feedback': {'score': 0.54, 'tag': {'complaint': 0.418, 'suggestion': 0.249, 'appreciation': 0.332}}}}"
hit:9324_conv:18649,3,afraid,Due to recent debt that I have accumulated through credit cards_comma_ my credit score has seen a significant decline. I am very concerned it might impact my credit trustworthiness,155,"To be honest, i have invested considerable amount in cryptocurrency market. I am hopeful for them to lift me out of financial burdensome",142,4,1,"{'sentiment': {'negative': 0.219, 'neutral': 0.276, 'positive': 0.505}}","{'emotion': {'Happy': 0.2360482699, 'Fear': 0.2623478166, 'Sad': 0.1269002958, 'Bored': 0.0, 'Angry': 0.0783546942, 'Excited': 0.2963489235}}","{'taxonomy': [{'confidence_score': 0.3229541779, 'tag': 'IMPACT'}, {'confidence_score': 0.3022373319, 'tag': 'BUSINESS'}, {'confidence_score': 0.1021407321, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.103, 'query': 0.233, 'spam': 0.137, 'marketing': 0.071, 'feedback': {'score': 0.455, 'tag': {'complaint': 0.157, 'suggestion': 0.481, 'appreciation': 0.363}}}}"
hit:9324_conv:18649,4,afraid,Due to recent debt that I have accumulated through credit cards_comma_ my credit score has seen a significant decline. I am very concerned it might impact my credit trustworthiness,55,That is usually pretty unlikely but I'm rooting for you.,56,4,2,"{'sentiment': {'negative': 0.234, 'neutral': 0.483, 'positive': 0.284}}","{'emotion': {'Angry': 0.1053012878, 'Sad': 0.092980001, 'Excited': 0.3083231671, 'Bored': 0.0224547033, 'Happy': 0.3484329988, 'Fear': 0.122507842}}","{'taxonomy': [{'confidence_score': 0.6116619706, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.240294233, 'tag': 'POLITICS'}, {'confidence_score': 0.0416171923, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.009, 'query': 0.04, 'spam': 0.33, 'marketing': 0.018, 'feedback': {'score': 0.603, 'tag': {'complaint': 0.073, 'suggestion': 0.198, 'appreciation': 0.729}}}}"
hit:1269_conv:2539,1,anticipating,My brother is about to find out that I had to steal $20 from him to pay for gas_comma_ since I was in such a bind. He's gonna be so mad at me.,273,"My brother is about to find out that I had to steal $20 from him to pay for gas, since I was in such a bind. He's gonna be so mad at me",141,3,1,"{'sentiment': {'negative': 0.64, 'neutral': 0.253, 'positive': 0.107}}","{'emotion': {'Happy': 0.0887416879, 'Fear': 0.18680839, 'Sad': 0.1515465292, 'Bored': 0.0474850719, 'Angry': 0.3644006626, 'Excited': 0.1610176584}}","{'taxonomy': [{'confidence_score': 0.9384923577, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0209768359, 'tag': 'BUSINESS'}, {'confidence_score': 0.0139369164, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.019, 'query': 0.014, 'spam': 0.446, 'marketing': 0.006, 'feedback': {'score': 0.515, 'tag': {'complaint': 0.403, 'suggestion': 0.069, 'appreciation': 0.528}}}}"
hit:1269_conv:2539,2,anticipating,My brother is about to find out that I had to steal $20 from him to pay for gas_comma_ since I was in such a bind. He's gonna be so mad at me.,122,Did you really steal it or was it more like borrowing without asking first?,75,3,2,"{'sentiment': {'negative': 0.706, 'neutral': 0.281, 'positive': 0.013}}","{'emotion': {'Angry': 0.4700448349, 'Excited': 0.0617025243, 'Happy': 0.0489895915, 'Sad': 0.1671635337, 'Bored': 0.127240996, 'Fear': 0.1248585196}}","{'taxonomy': [{'confidence_score': 0.5995498896, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1053361446, 'tag': 'BUSINESS'}, {'confidence_score': 0.0810196698, 'tag': 'SPORTS'}]}","{'intent': {'news': 0.01, 'query': 0.704, 'spam': 0.105, 'marketing': 0.002, 'feedback': 0.179}}"
hit:1269_conv:2539,3,anticipating,My brother is about to find out that I had to steal $20 from him to pay for gas_comma_ since I was in such a bind. He's gonna be so mad at me.,273,"Kind of the latter... But still, I feel grimy about it. I just had no other alternative. I'm between jobs, and I needed gas to get to a job interview. We'll see how he reacts, but he has a short fuse.",218,3,1,"{'sentiment': {'negative': 0.746, 'neutral': 0.178, 'positive': 0.076}}","{'emotion': {'Fear': 0.3034007591, 'Bored': 0.0375540299, 'Angry': 0.1034635844, 'Excited': 0.0506319983, 'Happy': 0.0381977836, 'Sad': 0.4667518447}}","{'taxonomy': [{'confidence_score': 0.758901298, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1517893821, 'tag': 'IMPACT'}, {'confidence_score': 0.0332456753, 'tag': 'BUSINESS'}]}","{'intent': {'news': 0.021, 'query': 0.235, 'spam': 0.108, 'marketing': 0.014, 'feedback': {'score': 0.622, 'tag': {'complaint': 0.888, 'suggestion': 0.043, 'appreciation': 0.069}}}}"
hit:1269_conv:2539,4,anticipating,My brother is about to find out that I had to steal $20 from him to pay for gas_comma_ since I was in such a bind. He's gonna be so mad at me.,122,Hmmmm. with no job and no way to pay it back I sure hope he can be understanding.,81,3,2,"{'sentiment': {'negative': 0.541, 'neutral': 0.385, 'positive': 0.074}}","{'emotion': {'Angry': 0.1260429523, 'Excited': 0.0536402413, 'Fear': 0.2286320532, 'Happy': 0.0897144216, 'Sad': 0.4552113827, 'Bored': 0.0467589488}}","{'taxonomy': [{'confidence_score': 0.874157548, 'tag': 'IMPACT'}, {'confidence_score': 0.0572520494, 'tag': 'POLITICS'}, {'confidence_score': 0.0336536132, 'tag': 'BUSINESS'}]}","{'intent': {'news': 0.022, 'query': 0.097, 'spam': 0.214, 'marketing': 0.018, 'feedback': {'score': 0.65, 'tag': {'complaint': 0.497, 'suggestion': 0.17, 'appreciation': 0.333}}}}"
hit:5464_conv:10928,1,furious,How can i not be how I am when my wife wasted all my retirement money,546,How can i not be  made at her when my wife wasted all my retirement money,73,3,1,"{'sentiment': {'negative': 0.809, 'neutral': 0.112, 'positive': 0.079}}","{'emotion': {'Excited': 0.0988925008, 'Fear': 0.1315812346, 'Angry': 0.2858745815, 'Happy': 0.0737088326, 'Sad': 0.3420262882, 'Bored': 0.0679165622}}","{'taxonomy': [{'confidence_score': 0.9737635851, 'tag': 'IMPACT'}, {'confidence_score': 0.0100478241, 'tag': 'POLITICS'}, {'confidence_score': 0.0088604875, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.018, 'query': 0.354, 'spam': 0.326, 'marketing': 0.013, 'feedback': 0.288}}"
hit:5464_conv:10928,2,furious,How can i not be how I am when my wife wasted all my retirement money,244,She spend all  youre retirement money? That's pretty messed up.  Why did she do that?,85,3,2,"{'sentiment': {'negative': 0.901, 'neutral': 0.097, 'positive': 0.001}}","{'emotion': {'Angry': 0.3229204628, 'Sad': 0.3757027137, 'Excited': 0.0356235965, 'Bored': 0.0767159783, 'Happy': 0.0174899366, 'Fear': 0.1715473121}}","{'taxonomy': [{'confidence_score': 0.6906027198, 'tag': 'BUSINESS'}, {'confidence_score': 0.1548327357, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0686458275, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.0, 'query': 0.87, 'spam': 0.067, 'marketing': 0.0, 'feedback': 0.062}}"
hit:5464_conv:10928,3,furious,How can i not be how I am when my wife wasted all my retirement money,546,"Yes, I just checked my account and realized I am broke :(",63,3,1,"{'sentiment': {'negative': 0.939, 'neutral': 0.057, 'positive': 0.005}}","{'emotion': {'Happy': 0.0598960258, 'Fear': 0.1446739198, 'Excited': 0.0327782289, 'Bored': 0.0135277784, 'Sad': 0.6319308036, 'Angry': 0.1171932434}}","{'taxonomy': [{'confidence_score': 0.7205429077, 'tag': 'IMPACT'}, {'confidence_score': 0.0900090635, 'tag': 'HEALTHY LIVING'}, {'confidence_score': 0.0738669038, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.004, 'query': 0.547, 'spam': 0.126, 'marketing': 0.002, 'feedback': 0.321}}"
hit:5464_conv:10928,4,furious,How can i not be how I am when my wife wasted all my retirement money,244,Are you going to divorce her?,29,3,2,"{'sentiment': {'negative': 0.411, 'neutral': 0.577, 'positive': 0.012}}","{'emotion': {'Angry': 0.2486505184, 'Excited': 0.0454437383, 'Fear': 0.1956404328, 'Happy': 0.0250951122, 'Sad': 0.4257770907, 'Bored': 0.0593931077}}","{'taxonomy': [{'confidence_score': 0.487468183, 'tag': 'IMPACT'}, {'confidence_score': 0.3475601077, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0687289834, 'tag': 'BUSINESS'}]}","{'intent': {'news': 0.001, 'query': 0.936, 'spam': 0.049, 'marketing': 0.0, 'feedback': 0.015}}"
hit:5464_conv:10928,5,furious,How can i not be how I am when my wife wasted all my retirement money,546,No I will make her pay for what she did to me ,46,3,1,"{'sentiment': {'negative': 0.55, 'neutral': 0.38, 'positive': 0.07}}","{'emotion': {'Angry': 0.4904410379, 'Excited': 0.1114053694, 'Fear': 0.076179797, 'Happy': 0.081252671, 'Sad': 0.1048501078, 'Bored': 0.135871017}}","{'taxonomy': [{'confidence_score': 0.4563587308, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.4558261931, 'tag': 'IMPACT'}, {'confidence_score': 0.0266313367, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.008, 'query': 0.163, 'spam': 0.361, 'marketing': 0.004, 'feedback': {'score': 0.464, 'tag': {'complaint': 0.748, 'suggestion': 0.134, 'appreciation': 0.118}}}}"
hit:5464_conv:10928,6,furious,How can i not be how I am when my wife wasted all my retirement money,244,Are you going to the police?,28,3,2,"{'sentiment': {'negative': 0.24, 'neutral': 0.732, 'positive': 0.028}}","{'emotion': {'Angry': 0.2625236004, 'Excited': 0.0915726159, 'Happy': 0.0892345172, 'Sad': 0.1643041888, 'Bored': 0.0499964272, 'Fear': 0.3423686505}}","{'taxonomy': [{'confidence_score': 0.3041476309, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2756616473, 'tag': 'IMPACT'}, {'confidence_score': 0.261721015, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.003, 'query': 0.829, 'spam': 0.12, 'marketing': 0.002, 'feedback': 0.045}}"
hit:5464_conv:10928,7,furious,How can i not be how I am when my wife wasted all my retirement money,546,I will make her work to pay my children's tuition in Yale when they graduate I will divorce her,95,3,1,"{'sentiment': {'negative': 0.686, 'neutral': 0.217, 'positive': 0.097}}","{'emotion': {'Angry': 0.5216832107, 'Excited': 0.1249484367, 'Fear': 0.0856278956, 'Happy': 0.0760252636, 'Sad': 0.1386284498, 'Bored': 0.0530867436}}","{'taxonomy': [{'confidence_score': 0.9631778598, 'tag': 'IMPACT'}, {'confidence_score': 0.0118058072, 'tag': 'HEALTHY LIVING'}, {'confidence_score': 0.0083181476, 'tag': 'RELIGION'}]}","{'intent': {'news': 0.07, 'query': 0.046, 'spam': 0.212, 'marketing': 0.011, 'feedback': {'score': 0.662, 'tag': {'complaint': 0.58, 'suggestion': 0.285, 'appreciation': 0.135}}}}"
hit:5464_conv:10928,8,furious,How can i not be how I am when my wife wasted all my retirement money,244,Sounds like a plan.,19,3,2,"{'sentiment': {'negative': 0.025, 'neutral': 0.543, 'positive': 0.432}}","{'emotion': {'Angry': 0.0403876304, 'Sad': 0.0190590671, 'Excited': 0.4354723565, 'Bored': 0.0667263078, 'Happy': 0.3351483021, 'Fear': 0.1032063361}}","{'taxonomy': [{'confidence_score': 0.4505928159, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1601326764, 'tag': 'POLITICS'}, {'confidence_score': 0.1392864138, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.007, 'query': 0.021, 'spam': 0.462, 'marketing': 0.183, 'feedback': 0.326}}"
hit:4640_conv:9280,1,impressed,A friend of mine during college got invited to try out for a major league baseball team. He ended up making their minor league team.,340,A friend of mine got to try out for a professional baseball team.,65,4,1,"{'sentiment': {'negative': 0.028, 'neutral': 0.318, 'positive': 0.654}}","{'emotion': {'Angry': 0.1525740995, 'Excited': 0.2180691751, 'Fear': 0.2177162681, 'Happy': 0.2040134964, 'Sad': 0.1528881519, 'Bored': 0.0547388089}}","{'taxonomy': [{'confidence_score': 0.4783042073, 'tag': 'SPORTS'}, {'confidence_score': 0.3532620668, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1151226461, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.056, 'query': 0.029, 'spam': 0.482, 'marketing': 0.093, 'feedback': 0.339}}"
hit:4640_conv:9280,2,impressed,A friend of mine during college got invited to try out for a major league baseball team. He ended up making their minor league team.,126,"Oh wow, how did he do",27,4,2,"{'sentiment': {'negative': 0.148, 'neutral': 0.8, 'positive': 0.052}}","{'emotion': {'Excited': 0.0623912254, 'Fear': 0.3739337819, 'Sad': 0.2699571503, 'Happy': 0.0329026621, 'Bored': 0.1127087686, 'Angry': 0.1481064117}}","{'taxonomy': [{'confidence_score': 0.724806428, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1243373826, 'tag': 'POLITICS'}, {'confidence_score': 0.1171762124, 'tag': 'IMPACT'}]}","{'intent': {'news': 0.0, 'query': 0.105, 'spam': 0.781, 'marketing': 0.001, 'feedback': 0.113}}"
hit:4640_conv:9280,3,impressed,A friend of mine during college got invited to try out for a major league baseball team. He ended up making their minor league team.,340,"He made their minor league team, and if he does well, maybe the pro team.",85,4,1,"{'sentiment': {'negative': 0.079, 'neutral': 0.563, 'positive': 0.358}}","{'emotion': {'Excited': 0.2423732121, 'Fear': 0.1974610549, 'Angry': 0.0790964663, 'Happy': 0.2361848957, 'Sad': 0.1113157001, 'Bored': 0.1335686708}}","{'taxonomy': [{'confidence_score': 0.8165960908, 'tag': 'SPORTS'}, {'confidence_score': 0.0829962343, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.035860464, 'tag': 'WORLDPOST'}]}","{'intent': {'news': 0.062, 'query': 0.028, 'spam': 0.34, 'marketing': 0.074, 'feedback': {'score': 0.496, 'tag': {'complaint': 0.046, 'suggestion': 0.536, 'appreciation': 0.419}}}}"
hit:4640_conv:9280,4,impressed,A friend of mine during college got invited to try out for a major league baseball team. He ended up making their minor league team.,126,That is so cool,15,4,2,"{'sentiment': {'negative': 0.033, 'neutral': 0.11, 'positive': 0.857}}","{'emotion': {'Angry': 0.069975252, 'Sad': 0.0611414654, 'Excited': 0.531009115, 'Bored': 0.0381760512, 'Happy': 0.1830748197, 'Fear': 0.1166232968}}","{'taxonomy': [{'confidence_score': 0.6499917507, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2794813514, 'tag': 'POLITICS'}, {'confidence_score': 0.0216027722, 'tag': 'WORLDPOST'}]}","{'intent': {'news': 0.001, 'query': 0.002, 'spam': 0.771, 'marketing': 0.078, 'feedback': 0.147}}"
hit:3752_conv:7504,1,sad,My pet turtle died the other day. I will miss Petey so much. We were best friends!,139,I was devastated when my pet turtle died. Me and Petey were best friends.,73,4,1,"{'sentiment': {'negative': 0.816, 'neutral': 0.155, 'positive': 0.028}}","{'emotion': {'Angry': 0.0290713916, 'Excited': 0.0119084473, 'Fear': 0.0980972853, 'Happy': 0.0173376161, 'Sad': 0.8435852597, 'Bored': 0.0}}","{'taxonomy': [{'confidence_score': 0.8000847697, 'tag': 'IMPACT'}, {'confidence_score': 0.1575486511, 'tag': 'GREEN'}, {'confidence_score': 0.025895996, 'tag': 'HEALTHY LIVING'}]}","{'intent': {'news': 0.005, 'query': 0.075, 'spam': 0.56, 'marketing': 0.001, 'feedback': 0.358}}"
hit:3752_conv:7504,2,sad,My pet turtle died the other day. I will miss Petey so much. We were best friends!,100,"Oh I'm sorry to hear that, were you thinking of buying another one?",73,4,2,"{'sentiment': {'negative': 0.358, 'neutral': 0.616, 'positive': 0.026}}","{'emotion': {'Angry': 0.1299372532, 'Excited': 0.0782574758, 'Happy': 0.190328238, 'Sad': 0.2894425722, 'Bored': 0.0892738454, 'Fear': 0.2227606154}}","{'taxonomy': [{'confidence_score': 0.8623159528, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0569738112, 'tag': 'POLITICS'}, {'confidence_score': 0.0203094371, 'tag': 'TASTE'}]}","{'intent': {'news': 0.001, 'query': 0.52, 'spam': 0.137, 'marketing': 0.001, 'feedback': 0.341}}"
hit:3752_conv:7504,3,sad,My pet turtle died the other day. I will miss Petey so much. We were best friends!,139,"No, nothing can replace good old Petey. I will mourn him every day and reminisce about the good times we had.",115,4,1,"{'sentiment': {'negative': 0.479, 'neutral': 0.3, 'positive': 0.221}}","{'emotion': {'Angry': 0.0373858393, 'Excited': 0.0666275074, 'Fear': 0.0761386942, 'Happy': 0.2195104681, 'Sad': 0.6003374909, 'Bored': 0.0}}","{'taxonomy': [{'confidence_score': 0.6333947778, 'tag': 'IMPACT'}, {'confidence_score': 0.1430451423, 'tag': 'HEALTHY LIVING'}, {'confidence_score': 0.0578602031, 'tag': 'RELIGION'}]}","{'intent': {'news': 0.013, 'query': 0.023, 'spam': 0.38, 'marketing': 0.01, 'feedback': {'score': 0.575, 'tag': {'complaint': 0.058, 'suggestion': 0.017, 'appreciation': 0.925}}}}"
hit:3752_conv:7504,4,sad,My pet turtle died the other day. I will miss Petey so much. We were best friends!,100,Well I'm glad you have good memories to remember him by.,56,4,2,"{'sentiment': {'negative': 0.186, 'neutral': 0.336, 'positive': 0.478}}","{'emotion': {'Happy': 0.3744061314, 'Fear': 0.1146104173, 'Sad': 0.1966050253, 'Bored': 0.0387185331, 'Angry': 0.196681478, 'Excited': 0.0789784149}}","{'taxonomy': [{'confidence_score': 0.5119832158, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.1758774817, 'tag': 'HEALTHY LIVING'}, {'confidence_score': 0.1383697838, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.004, 'query': 0.04, 'spam': 0.333, 'marketing': 0.006, 'feedback': {'score': 0.617, 'tag': {'complaint': 0.024, 'suggestion': 0.024, 'appreciation': 0.951}}}}"
hit:4130_conv:8260,1,disgusted,I can't believe I let my boyfriend order the pizza for us. Nine years and he doesn't know what I like on a pizza?,262,I have been with my boyfriend for nine years now,48,5,1,"{'sentiment': {'negative': 0.118, 'neutral': 0.419, 'positive': 0.463}}","{'emotion': {'Angry': 0.0740159524, 'Excited': 0.1015527932, 'Happy': 0.3164796596, 'Sad': 0.2224802168, 'Bored': 0.0414838969, 'Fear': 0.2439874811}}","{'taxonomy': [{'confidence_score': 0.5746839046, 'tag': 'IMPACT'}, {'confidence_score': 0.2307000458, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0835641772, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.005, 'query': 0.04, 'spam': 0.663, 'marketing': 0.011, 'feedback': 0.281}}"
hit:4130_conv:8260,2,disgusted,I can't believe I let my boyfriend order the pizza for us. Nine years and he doesn't know what I like on a pizza?,296,Congrats! How is it going?,26,5,2,"{'sentiment': {'negative': 0.029, 'neutral': 0.364, 'positive': 0.607}}","{'emotion': {'Happy': 0.3971636692, 'Fear': 0.2960359364, 'Sad': 0.0536470919, 'Bored': 0.0162720412, 'Angry': 0.0437193431, 'Excited': 0.1931619182}}","{'taxonomy': [{'confidence_score': 0.7692222595, 'tag': 'IMPACT'}, {'confidence_score': 0.1050637141, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0592380054, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.006, 'query': 0.715, 'spam': 0.14, 'marketing': 0.009, 'feedback': 0.129}}"
hit:4130_conv:8260,3,disgusted,I can't believe I let my boyfriend order the pizza for us. Nine years and he doesn't know what I like on a pizza?,262,I think I'm going to break up with him. Nine years and last week he ordered a pizza for us covered in black olives.,115,5,1,"{'sentiment': {'negative': 0.634, 'neutral': 0.299, 'positive': 0.067}}","{'emotion': {'Excited': 0.0854515674, 'Fear': 0.2157235273, 'Angry': 0.1788381257, 'Happy': 0.106268116, 'Sad': 0.3954803918, 'Bored': 0.0182382718}}","{'taxonomy': [{'confidence_score': 0.5396361947, 'tag': 'TASTE'}, {'confidence_score': 0.2891313136, 'tag': 'IMPACT'}, {'confidence_score': 0.0818951949, 'tag': 'ENTERTAINMENT'}]}","{'intent': {'news': 0.075, 'query': 0.078, 'spam': 0.257, 'marketing': 0.026, 'feedback': {'score': 0.565, 'tag': {'complaint': 0.378, 'suggestion': 0.167, 'appreciation': 0.454}}}}"
hit:4130_conv:8260,4,disgusted,I can't believe I let my boyfriend order the pizza for us. Nine years and he doesn't know what I like on a pizza?,296,That seems very trivial but do you mean that he still doesn't seem to know you?,79,5,2,"{'sentiment': {'negative': 0.832, 'neutral': 0.164, 'positive': 0.004}}","{'emotion': {'Fear': 0.2461194598, 'Bored': 0.2198565399, 'Angry': 0.1158199748, 'Excited': 0.0460589337, 'Happy': 0.057074642, 'Sad': 0.3150704497}}","{'taxonomy': [{'confidence_score': 0.7064521313, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.2392196953, 'tag': 'SPORTS'}, {'confidence_score': 0.0452075303, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.002, 'query': 0.902, 'spam': 0.049, 'marketing': 0.001, 'feedback': 0.047}}"
hit:4130_conv:8260,5,disgusted,I can't believe I let my boyfriend order the pizza for us. Nine years and he doesn't know what I like on a pizza?,262,Exactly. I realized yesterday he does that all the time. ,57,5,1,"{'sentiment': {'negative': 0.642, 'neutral': 0.307, 'positive': 0.051}}","{'emotion': {'Happy': 0.0949619683, 'Fear': 0.1290189662, 'Sad': 0.2633257176, 'Bored': 0.1247519617, 'Angry': 0.3150463575, 'Excited': 0.0728950287}}","{'taxonomy': [{'confidence_score': 0.6749591827, 'tag': 'IMPACT'}, {'confidence_score': 0.1994528025, 'tag': 'ENTERTAINMENT'}, {'confidence_score': 0.0628485233, 'tag': 'POLITICS'}]}","{'intent': {'news': 0.019, 'query': 0.09, 'spam': 0.539, 'marketing': 0.009, 'feedback': 0.342}}"
